1.245819071849318860e+01 -2.647931703411741999e+00 -5.323754144539610822e-01
1.454687330711555227e+01 7.192391655316089150e+00 2.854861473601354449e-01
1.390372048213542122e+01 -1.600116476373000252e-01 -5.588944884463800111e-01
1.383859585079438226e+01 9.023981965612698275e+00 5.408156045212489937e-01
1.401786624735425768e+01 5.828402556947143154e-02 -5.234452015122126323e-01
1.419197652969444334e+01 8.312433571533739851e+00 4.377338299984837033e-01
1.411759267912013094e+01 2.859483145209970045e-01 -5.540749096552611830e-01
1.426237678233689898e+01 8.300520316959792311e+00 5.208719712668706814e-01
1.399587058635705361e+01 5.067089677694980310e-03 -5.425418196545820360e-01
1.318293398746308576e+01 1.004018086185057790e+01 6.559826310323296772e-01
1.287297584688320384e+01 -2.066785664753474805e+00 -5.536326805689387731e-01
1.362020126158037669e+01 9.393332572273497050e+00 5.873769103930315261e-01
1.460540178994025773e+01 1.720092956668546780e+00 -4.631010415913345279e-01
1.434845148515655033e+01 7.917061392979396039e+00 3.362752815326600642e-01
1.431613161724157912e+01 7.631572516728375444e-01 -4.444145364491948746e-01
1.337034003043185493e+01 9.668787404397185981e+00 5.941980193486234851e-01
1.435531045836279063e+01 8.799341724649381025e-01 -4.908730635016610999e-01
1.054009597357280725e+01 1.208388027989422042e+01 4.599993400370363528e-01
1.483225849352644943e+01 2.526747899735579672e+00 -3.118922897717051335e-01
1.399278823624721468e+01 8.797643230552649740e+00 5.365086743342941666e-01
1.457062534397346987e+01 1.553845785631935206e+00 -4.365908195027575767e-01
1.259149829512121421e+01 1.068482062240963160e+01 6.711520606198163597e-01
1.450935851092237883e+01 1.209325456961243273e+00 -3.614319393440119099e-01
1.457345472601356917e+01 7.179602245821795847e+00 2.839832042946580093e-01
1.316389468498042525e+01 -1.603276821629866955e+00 -5.449864030949579385e-01
1.378046156069974870e+01 9.162698915095026209e+00 5.505599662387369309e-01
1.410501443375452624e+01 2.826305340942965039e-01 -4.804973181564273221e-01
1.399915764187409017e+01 8.778611170593173085e+00 4.817448501575095632e-01
1.448324091063610730e+01 1.349297530336168061e+00 -4.326955703762720429e-01
1.400988515423622260e+01 8.588941318550999071e+00 5.480723788180975609e-01
1.452512979574876795e+01 1.417277810862831000e+00 -4.610019367200747786e-01
1.385187362498276364e+01 8.981391565107516683e+00 5.594842998445407334e-01
1.188712235733670930e+01 -3.429739874217494489e+00 -5.002324292921259685e-01
1.308318462525371118e+01 1.010174281283742737e+01 6.436035604406127320e-01
1.412816538326185523e+01 3.194966561020036178e-01 -5.158830903701149273e-01
1.320955474586316747e+01 9.895097556996276467e+00 6.325655703581988254e-01
1.458685380234079076e+01 1.545139492851207441e+00 -3.763036236910157761e-01
1.333118098013989972e+01 9.877282107235281217e+00 6.600364433044098034e-01
1.453092571820091905e+01 1.219405953975450041e+00 -3.524537577938288146e-01
1.418879688846610065e+01 8.245197066684875509e+00 4.178320040298194593e-01
1.194332559717368447e+01 -3.344349651010354307e+00 -5.039460145110450373e-01
1.346176124780818384e+01 9.560074266606681803e+00 6.279588105817749399e-01
1.248365138809058372e+01 -2.678707004828848603e+00 -5.268898989374015684e-01
1.337734771032403991e+01 9.610606007411165663e+00 6.112190211044871146e-01
1.461911325447867682e+01 1.636543286210114578e+00 -5.386385619429276961e-01
1.324037724412937500e+01 9.840711808039372954e+00 6.045171150635071378e-01
1.360002222925222171e+01 -8.492089315170182617e-01 -5.703630818458438334e-01
1.464450750558710546e+01 6.680594089399320090e+00 1.303380661403625018e-01
1.455098638298717795e+01 1.497015599724289991e+00 -3.658182912514433838e-01
1.454102138637937358e+01 7.444551390544056346e+00 1.863227378919988797e-01
1.344194491763872890e+01 -1.164089956896321443e+00 -5.814281280952399156e-01
